OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2901;466;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5651;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5652;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5653;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2262;475;CPP;NECOCHEA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2657;491;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2657;490;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;341;571;CPP;ROSARIO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;294;4486;CPP;SAN CARLOS DE BARILOCHE
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;385;406;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2901;468;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2901;464;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2901;465;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2346;406;CPP;CHIVILCOY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2346;459;CPP;CHIVILCOY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2262;476;CPP;NECOCHEA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2901;467;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2923;408;CPP;PIGÜE
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3544;467;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3544;469;CPP;VILLA DOLORES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2355;453;CPP;LINCOLN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2227;458;CPP;LOBOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;381;441;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;381;442;CPP;SAN MIGUEL DE TUCUMAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;381;440;CPP;SAN MIGUEL DE TUCUMAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;353;4849;CPP;VILLA MARIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;291;419;CPP;BAHIA BLANCA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2923;409;CPP;PIGÜE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;263;4536;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;358;4800;CPP;RIO CUARTO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;526;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;261;525;CPP;MENDOZA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;388;4895;CPP;SAN SALVADOR DE JUJUY
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2954;497;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2964;468;CPP;RIO GRANDE (PROV.  TIERRA DEL FUEGO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2477;492;CPP;PERGAMINO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;383;4479;CPP;CATAMARCA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2477;530;CPP;PERGAMINO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;353;4848;CPP;VILLA MARIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;266;4610;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;294;4485;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;294;4484;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;294;4487;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2302;478;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;298;4548;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;370;4476;CPP;FORMOSA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;370;4475;CPP;FORMOSA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;236;4533;CPP;JUNIN (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;236;4535;CPP;JUNIN (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3544;468;CPP;VILLA DOLORES
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;266;4559;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;263;4532;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;236;4531;CPP;JUNIN (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;236;4534;CPP;JUNIN (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;236;4532;CPP;JUNIN (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;221;537;CPP;LA PLATA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;221;538;CPP;LA PLATA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;263;4533;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;263;4534;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;263;4535;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2477;531;CPP;PERGAMINO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;266;4611;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;280;4575;CPP;TRELEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;280;4577;CPP;TRELEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;280;4576;CPP;TRELEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;291;418;CPP;BAHIA BLANCA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2983;411;CPP;TRES ARROYOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2954;469;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2983;410;CPP;TRES ARROYOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2983;412;CPP;TRES ARROYOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;280;4579;CPP;TRELEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5707;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;499;CPP;RIO GALLEGOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5710;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2223;490;CPP;CORONEL BRANDSEN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2284;467;CPP;OLAVARRIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2284;468;CPP;OLAVARRIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2284;469;CPP;OLAVARRIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2284;466;CPP;OLAVARRIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;498;CPP;RIO GALLEGOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;459;CPP;RIO GALLEGOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2983;413;CPP;TRES ARROYOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;458;CPP;RIO GALLEGOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;280;4578;CPP;TRELEW
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2345;418;CPP;25 DE MAYO (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;385;407;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5701;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5700;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5659;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5658;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5657;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;387;411;CPP;SALTA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5655;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;383;4478;CPP;CATAMARCA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5709;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2964;467;CPP;RIO GRANDE (PROV.  TIERRA DEL FUEGO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2966;497;CPP;RIO GALLEGOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2345;416;CPP;25 DE MAYO (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5702;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2345;417;CPP;25 DE MAYO (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2964;469;CPP;RIO GRANDE (PROV.  TIERRA DEL FUEGO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2345;415;CPP;25 DE MAYO (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2942;454;CPP;ZAPALA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5656;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;PCS;11;5654;CPP;AMBA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM;2964;466;CPP;RIO GRANDE (PROV.  TIERRA DEL FUEGO)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3446;479;CPP;GUALEGUAYCHU
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3446;478;CPP;GUALEGUAYCHU
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3446;476;CPP;GUALEGUAYCHU
CABLEWAY SOCIEDAD ANONIMA;SBT;2966;492;BASICA;RIO GALLEGOS
CABLEWAY SOCIEDAD ANONIMA;SBT;348;4683;BASICA;ESCOBAR
CABLEWAY SOCIEDAD ANONIMA;SBT;2966;495;BASICA;RIO GALLEGOS
CABLEWAY SOCIEDAD ANONIMA;SBT;297;410;BASICA;COMODORO RIVADAVIA
CABLEWAY SOCIEDAD ANONIMA;SBT;351;597;BASICA;CORDOBA
CABLEWAY SOCIEDAD ANONIMA;SBT;2223;457;BASICA;CORONEL BRANDSEN
CABLEWAY SOCIEDAD ANONIMA;SBT;2223;458;BASICA;CORONEL BRANDSEN
CABLEWAY SOCIEDAD ANONIMA;SBT;2223;455;BASICA;CORONEL BRANDSEN
CABLEWAY SOCIEDAD ANONIMA;SBT;2223;459;BASICA;CORONEL BRANDSEN
CABLEWAY SOCIEDAD ANONIMA;SBT;2223;456;BASICA;CORONEL BRANDSEN
CABLEWAY SOCIEDAD ANONIMA;SBT;2922;419;BASICA;CORONEL PRINGLES
CABLEWAY SOCIEDAD ANONIMA;SBT;2922;415;BASICA;CORONEL PRINGLES
CABLEWAY SOCIEDAD ANONIMA;SBT;2922;416;BASICA;CORONEL PRINGLES
CABLEWAY SOCIEDAD ANONIMA;SBT;2922;417;BASICA;CORONEL PRINGLES
CABLEWAY SOCIEDAD ANONIMA;SBT;3489;614;BASICA;CAMPANA
CABLEWAY SOCIEDAD ANONIMA;SBT;348;4682;BASICA;ESCOBAR
CABLEWAY SOCIEDAD ANONIMA;SBT;3489;616;BASICA;CAMPANA
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4120;BASICA;GENERAL RODRIGUEZ
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4124;BASICA;GENERAL RODRIGUEZ
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4122;BASICA;GENERAL RODRIGUEZ
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4121;BASICA;GENERAL RODRIGUEZ
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4123;BASICA;GENERAL RODRIGUEZ
CABLEWAY SOCIEDAD ANONIMA;SBT;221;535;BASICA;LA PLATA
CABLEWAY SOCIEDAD ANONIMA;SBT;2244;433;BASICA;LAS FLORES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2244;434;BASICA;LAS FLORES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2244;435;BASICA;LAS FLORES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2323;570;BASICA;LUJAN (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2323;572;BASICA;LUJAN (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2323;573;BASICA;LUJAN (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2323;571;BASICA;LUJAN (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2922;418;BASICA;CORONEL PRINGLES
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2266;440;CPP;BALCARCE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;488;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;489;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;555;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;556;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;552;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;551;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2477;553;CPP;PERGAMINO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;297;412;CPP;COMODORO RIVADAVIA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;260;4513;CPP;SAN RAFAEL (PROV. MENDOZA)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;297;411;CPP;COMODORO RIVADAVIA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;260;4517;CPP;SAN RAFAEL (PROV. MENDOZA)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;260;4516;CPP;SAN RAFAEL (PROV. MENDOZA)
CABLEWAY SOCIEDAD ANONIMA;SBT;3489;613;BASICA;CAMPANA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;260;4514;CPP;SAN RAFAEL (PROV. MENDOZA)
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;515;BASICA;MAR DE AJO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2266;441;CPP;BALCARCE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2266;444;CPP;BALCARCE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2266;442;CPP;BALCARCE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2266;443;CPP;BALCARCE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2281;494;CPP;AZUL
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2281;491;CPP;AZUL
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2281;492;CPP;AZUL
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2281;493;CPP;AZUL
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2281;490;CPP;AZUL
CABLEWAY SOCIEDAD ANONIMA;SBT;11;5519;BASICA;AMBA
CABLEWAY SOCIEDAD ANONIMA;SBT;291;417;BASICA;BAHIA BLANCA
CABLEWAY SOCIEDAD ANONIMA;SBT;3489;615;BASICA;CAMPANA
CABLEWAY SOCIEDAD ANONIMA;SBT;3489;612;BASICA;CAMPANA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;260;4515;CPP;SAN RAFAEL (PROV. MENDOZA)
CABLEWAY SOCIEDAD ANONIMA;SBT;3487;506;BASICA;ZARATE
CABLEWAY SOCIEDAD ANONIMA;SBT;266;4558;BASICA;SAN LUIS (PROV. SAN LUIS)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2983;574;CPP;TRES ARROYOS
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2983;573;CPP;TRES ARROYOS
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2983;570;CPP;TRES ARROYOS
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2983;571;CPP;TRES ARROYOS
AMX ARGENTINA SOCIEDAD ANONIMA;STM;2983;572;CPP;TRES ARROYOS
CABLEWAY SOCIEDAD ANONIMA;SBT;2255;502;BASICA;VILLA GESELL
CABLEWAY SOCIEDAD ANONIMA;SBT;2255;500;BASICA;VILLA GESELL
CABLEWAY SOCIEDAD ANONIMA;SBT;2255;501;BASICA;VILLA GESELL
CABLEWAY SOCIEDAD ANONIMA;SBT;2255;503;BASICA;VILLA GESELL
CABLEWAY SOCIEDAD ANONIMA;SBT;2255;504;BASICA;VILLA GESELL
CABLEWAY SOCIEDAD ANONIMA;SBT;3487;504;BASICA;ZARATE
CABLEWAY SOCIEDAD ANONIMA;SBT;2323;574;BASICA;LUJAN (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;3487;503;BASICA;ZARATE
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;519;BASICA;SAN BERNARDO (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;3487;507;BASICA;ZARATE
AMX ARGENTINA SOCIEDAD ANONIMA;STM;336;457;CPP;SAN NICOLAS
AMX ARGENTINA SOCIEDAD ANONIMA;STM;280;4570;CPP;RAWSON (PROV.  CHUBUT)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;280;4574;CPP;RAWSON (PROV.  CHUBUT)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;280;4573;CPP;RAWSON (PROV.  CHUBUT)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3437;459;CPP;LA PAZ (PROV.  ENTRE RIOS)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3437;458;CPP;LA PAZ (PROV.  ENTRE RIOS)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3437;490;CPP;LA PAZ (PROV.  ENTRE RIOS)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3532;496;CPP;OLIVA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3532;497;CPP;OLIVA
AMX ARGENTINA SOCIEDAD ANONIMA;STM;280;4572;CPP;RAWSON (PROV.  CHUBUT)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;280;4571;CPP;RAWSON (PROV.  CHUBUT)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3546;482;CPP;SANTA ROSA DE CALAMUCHITA
CABLEWAY SOCIEDAD ANONIMA;SBT;3487;505;BASICA;ZARATE
CABLEWAY SOCIEDAD ANONIMA;SBT;230;4692;BASICA;PILAR (PROV.  BUENOS AIRES)
AMX ARGENTINA SOCIEDAD ANONIMA;STM;3546;490;CPP;SANTA ROSA DE CALAMUCHITA
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;516;BASICA;MAR DE AJO
CABLEWAY SOCIEDAD ANONIMA;SBT;261;523;BASICA;MENDOZA
CABLEWAY SOCIEDAD ANONIMA;SBT;2324;493;BASICA;MERCEDES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2324;494;BASICA;MERCEDES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2324;495;BASICA;MERCEDES (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2657;479;BASICA;MERCEDES (PROV.  SAN LUIS)
CABLEWAY SOCIEDAD ANONIMA;SBT;2657;478;BASICA;MERCEDES (PROV.  SAN LUIS)
CABLEWAY SOCIEDAD ANONIMA;SBT;2657;470;BASICA;MERCEDES (PROV.  SAN LUIS)
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4125;BASICA;MORENO
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4127;BASICA;MORENO
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4128;BASICA;MORENO
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4129;BASICA;MORENO
CABLEWAY SOCIEDAD ANONIMA;SBT;266;4556;BASICA;SAN LUIS (PROV. SAN LUIS)
CABLEWAY SOCIEDAD ANONIMA;SBT;358;4814;BASICA;RIO CUARTO
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;514;BASICA;MAR DE AJO
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;517;BASICA;SAN BERNARDO (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;2257;518;BASICA;SAN BERNARDO (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;341;567;BASICA;ROSARIO
CABLEWAY SOCIEDAD ANONIMA;SBT;2966;494;BASICA;RIO GALLEGOS
CABLEWAY SOCIEDAD ANONIMA;SBT;237;4126;BASICA;MORENO
CABLEWAY SOCIEDAD ANONIMA;SBT;2966;496;BASICA;RIO GALLEGOS
CABLEWAY SOCIEDAD ANONIMA;SBT;230;4691;BASICA;PILAR (PROV.  BUENOS AIRES)
CABLEWAY SOCIEDAD ANONIMA;SBT;358;4812;BASICA;RIO CUARTO
CABLEWAY SOCIEDAD ANONIMA;SBT;358;4811;BASICA;RIO CUARTO
CABLEWAY SOCIEDAD ANONIMA;SBT;358;4813;BASICA;RIO CUARTO
AMX ARGENTINA SOCIEDAD ANONIMA;STM;345;403;CPP;CONCORDIA
CABLEWAY SOCIEDAD ANONIMA;SBT;358;4810;BASICA;RIO CUARTO
CABLEWAY SOCIEDAD ANONIMA;SBT;266;4557;BASICA;SAN LUIS (PROV. SAN LUIS)
CABLEWAY SOCIEDAD ANONIMA;SBT;2966;493;BASICA;RIO GALLEGOS
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;341;569;CPP;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;387;410;CPP;SALTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3437;457;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3437;456;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;441;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3482;405;CPP;LAS TOSCAS (PROV. SANTA FE)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3482;406;CPP;LAS TOSCAS (PROV. SANTA FE)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;341;570;CPP;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;380;450;CPP;LA RIOJA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;263;4530;CPP;SAN MARTIN (PROV.  MENDOZA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;351;600;CPP;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3743;410;CPP;PUERTO RICO
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;418;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;419;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3731;404;CPP;CHARATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;442;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;351;599;CPP;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;416;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3731;403;CPP;CHARATA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;440;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3876;479;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;3718;417;CPP;CLORINDA
TELECOM ARGENTINA SOCIEDAD ANONIMA;STM;263;4531;CPP;SAN MARTIN (PROV.  MENDOZA)
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LIMITADA;SBT;2344;434;BASICA;SALADILLO (PROV.  BUENOS AIRES)
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LIMITADA;SBT;2344;431;BASICA;SALADILLO (PROV.  BUENOS AIRES)
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LIMITADA;SBT;2344;432;BASICA;SALADILLO (PROV.  BUENOS AIRES)
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LIMITADA;SBT;2344;430;BASICA;SALADILLO (PROV.  BUENOS AIRES)
COOPERATIVA ELECTRICA DE CONSUMO Y OTROS SERVICIOS DE SALADILLO LIMITADA;SBT;2344;433;BASICA;SALADILLO (PROV.  BUENOS AIRES)
AMX ARGENTINA SOCIEDAD ANONIMA;PCS;3385;402;CPP;LABOULAYE
